,model_name,mission_name,ref_mode,det_mode,threshold,z_score,sum
26,llama2-7b-chat-4k,qmsum,old_soft_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,18.058921813964844,200
27,llama2-7b-chat-4k,multi_news,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-7.207200527191162,200
28,llama2-7b-chat-4k,alpacafarm,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-5.350907325744629,805
29,llama2-7b-chat-4k,lcc,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-2.3244948387145996,200
30,llama2-7b-chat-4k,longform_qa,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-5.516261100769043,200
31,llama2-7b-chat-4k,konwledge_memorization,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-1.8215843439102173,200
32,llama2-7b-chat-4k,konwledge_understanding,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-0.9129142165184021,200
33,llama2-7b-chat-4k,hotpotqa,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-1.2712852954864502,199
34,llama2-7b-chat-4k,finance_qa,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-5.641397476196289,200
35,llama2-7b-chat-4k,qmsum,old_soft_g0.1_d10.0,v2_g0.25_d15.0,4.0,-5.308995246887207,200
36,llama2-7b-chat-4k,multi_news,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,36.637351989746094,200
37,llama2-7b-chat-4k,alpacafarm,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,26.717411041259766,805
38,llama2-7b-chat-4k,lcc,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,11.695357322692871,200
39,llama2-7b-chat-4k,longform_qa,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,28.603174209594727,200
40,llama2-7b-chat-4k,konwledge_memorization,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,6.047882080078125,200
41,llama2-7b-chat-4k,konwledge_understanding,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,3.979560375213623,199
42,llama2-7b-chat-4k,hotpotqa,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,3.595501184463501,200
43,llama2-7b-chat-4k,finance_qa,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,27.688976287841797,200
44,llama2-7b-chat-4k,qmsum,old_hard_g0.25_d5.0,old_soft_g0.1_d10.0,4.0,32.419952392578125,200
45,llama2-7b-chat-4k,multi_news,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,-2.9227259159088135,200
46,llama2-7b-chat-4k,alpacafarm,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,-1.8090413808822632,805
47,llama2-7b-chat-4k,lcc,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,-0.4378015995025635,200
48,llama2-7b-chat-4k,longform_qa,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,-2.1588525772094727,200
49,llama2-7b-chat-4k,konwledge_memorization,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,-0.13034379482269287,200
50,llama2-7b-chat-4k,konwledge_understanding,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,0.8579626679420471,200
51,llama2-7b-chat-4k,hotpotqa,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,0.3040428161621094,200
52,llama2-7b-chat-4k,finance_qa,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,-0.5710631608963013,200
53,llama2-7b-chat-4k,qmsum,old_hard_g0.25_d5.0,gpt_g0.1_d10.0,4.0,-1.1185417175292969,200
54,llama2-7b-chat-4k,multi_news,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,37.931278228759766,200
55,llama2-7b-chat-4k,alpacafarm,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,28.751588821411133,805
56,llama2-7b-chat-4k,lcc,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,11.815605163574219,200
57,llama2-7b-chat-4k,longform_qa,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,29.349411010742188,200
58,llama2-7b-chat-4k,konwledge_memorization,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,9.178715705871582,200
59,llama2-7b-chat-4k,konwledge_understanding,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,5.666150093078613,200
60,llama2-7b-chat-4k,hotpotqa,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,6.6622724533081055,200
61,llama2-7b-chat-4k,finance_qa,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,29.427715301513672,200
62,llama2-7b-chat-4k,qmsum,old_hard_g0.25_d5.0,old_soft_g0.25_d15.0,4.0,30.724294662475586,200
63,llama2-7b-chat-4k,multi_news,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-12.491915702819824,200
64,llama2-7b-chat-4k,alpacafarm,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-9.32375431060791,805
65,llama2-7b-chat-4k,lcc,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-3.9321718215942383,200
66,llama2-7b-chat-4k,longform_qa,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-9.701106071472168,200
67,llama2-7b-chat-4k,konwledge_memorization,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-3.1486496925354004,200
68,llama2-7b-chat-4k,konwledge_understanding,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-1.711503028869629,200
69,llama2-7b-chat-4k,hotpotqa,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-2.2162842750549316,199
70,llama2-7b-chat-4k,finance_qa,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-9.80173397064209,200
71,llama2-7b-chat-4k,qmsum,old_hard_g0.25_d5.0,v2_g0.25_d15.0,4.0,-9.190629005432129,200
72,llama2-7b-chat-4k,multi_news,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,36.637351989746094,200
73,llama2-7b-chat-4k,alpacafarm,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,26.717411041259766,805
74,llama2-7b-chat-4k,lcc,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,11.695357322692871,200
75,llama2-7b-chat-4k,longform_qa,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,28.603174209594727,200
76,llama2-7b-chat-4k,konwledge_memorization,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,6.047882080078125,200
77,llama2-7b-chat-4k,konwledge_understanding,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,3.979560375213623,199
78,llama2-7b-chat-4k,hotpotqa,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,3.595501184463501,200
79,llama2-7b-chat-4k,finance_qa,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,27.688976287841797,200
80,llama2-7b-chat-4k,qmsum,old_soft_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,32.419952392578125,200
81,llama2-7b-chat-4k,multi_news,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-2.9227259159088135,200
82,llama2-7b-chat-4k,alpacafarm,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-1.8090413808822632,805
83,llama2-7b-chat-4k,lcc,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.4378015995025635,200
84,llama2-7b-chat-4k,longform_qa,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-2.1588525772094727,200
85,llama2-7b-chat-4k,konwledge_memorization,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.13034379482269287,200
86,llama2-7b-chat-4k,konwledge_understanding,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,0.8579626679420471,200
87,llama2-7b-chat-4k,hotpotqa,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,0.3040428161621094,200
88,llama2-7b-chat-4k,finance_qa,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.5710631608963013,200
89,llama2-7b-chat-4k,qmsum,old_soft_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-1.1185417175292969,200
90,llama2-7b-chat-4k,multi_news,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,38.023292541503906,200
91,llama2-7b-chat-4k,alpacafarm,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,28.83124542236328,805
92,llama2-7b-chat-4k,lcc,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,11.739851951599121,200
93,llama2-7b-chat-4k,longform_qa,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,29.52010726928711,200
94,llama2-7b-chat-4k,konwledge_memorization,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,9.426682472229004,200
95,llama2-7b-chat-4k,konwledge_understanding,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,5.973862171173096,200
96,llama2-7b-chat-4k,hotpotqa,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,6.936678409576416,200
97,llama2-7b-chat-4k,finance_qa,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,29.426851272583008,200
98,llama2-7b-chat-4k,qmsum,old_soft_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,30.680923461914062,200
99,llama2-7b-chat-4k,multi_news,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-12.491915702819824,200
100,llama2-7b-chat-4k,alpacafarm,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-9.32375431060791,805
101,llama2-7b-chat-4k,lcc,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-3.9321718215942383,200
102,llama2-7b-chat-4k,longform_qa,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-9.701106071472168,200
103,llama2-7b-chat-4k,konwledge_memorization,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-3.1486496925354004,200
104,llama2-7b-chat-4k,konwledge_understanding,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-1.711503028869629,200
105,llama2-7b-chat-4k,hotpotqa,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-2.2162842750549316,199
106,llama2-7b-chat-4k,finance_qa,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-9.80173397064209,200
107,llama2-7b-chat-4k,qmsum,old_soft_g0.25_d15.0,v2_g0.25_d15.0,4.0,-9.190629005432129,200
108,llama2-7b-chat-4k,multi_news,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,1.7312194821862754,200
109,llama2-7b-chat-4k,alpacafarm,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,1.0091267449990493,805
110,llama2-7b-chat-4k,lcc,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,-0.18826364034171203,200
111,llama2-7b-chat-4k,longform_qa,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,-0.5608611787087923,200
112,llama2-7b-chat-4k,konwledge_memorization,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,0.3718677541187776,200
113,llama2-7b-chat-4k,konwledge_understanding,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,1.0035571535162469,199
114,llama2-7b-chat-4k,hotpotqa,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,1.3240113440865449,200
115,llama2-7b-chat-4k,finance_qa,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,0.8792480588954844,200
116,llama2-7b-chat-4k,qmsum,gpt_g0.1_d10.0,old_soft_g0.1_d10.0,4.0,2.1762837104067376,200
117,llama2-7b-chat-4k,multi_news,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,3.2519836813500644,200
118,llama2-7b-chat-4k,alpacafarm,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,2.6292182609907035,805
119,llama2-7b-chat-4k,lcc,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,0.23938700052439488,200
120,llama2-7b-chat-4k,longform_qa,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,1.766678931745912,200
121,llama2-7b-chat-4k,konwledge_memorization,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,0.7323436068831952,200
122,llama2-7b-chat-4k,konwledge_understanding,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,0.828120072393687,200
123,llama2-7b-chat-4k,hotpotqa,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,1.8755484976930072,200
124,llama2-7b-chat-4k,finance_qa,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,2.1498210161371025,200
125,llama2-7b-chat-4k,qmsum,gpt_g0.1_d10.0,old_hard_g0.25_d5.0,4.0,3.1758303660085834,200
126,llama2-7b-chat-4k,multi_news,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,3.3825306088399647,200
127,llama2-7b-chat-4k,alpacafarm,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,2.8492941150682074,805
128,llama2-7b-chat-4k,lcc,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,0.4947772305728471,200
129,llama2-7b-chat-4k,longform_qa,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,1.124440141981226,200
130,llama2-7b-chat-4k,konwledge_memorization,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,0.8847543383531901,200
131,llama2-7b-chat-4k,konwledge_understanding,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,0.8100561707869744,200
132,llama2-7b-chat-4k,hotpotqa,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,1.9911676144988686,200
133,llama2-7b-chat-4k,finance_qa,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,1.2303451400318717,200
134,llama2-7b-chat-4k,qmsum,gpt_g0.1_d10.0,old_soft_g0.25_d15.0,4.0,4.7495021671776145,200
135,llama2-7b-chat-4k,multi_news,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,4.173486968874953,200
136,llama2-7b-chat-4k,alpacafarm,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,2.546899730858766,805
137,llama2-7b-chat-4k,lcc,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,0.10239908045614027,200
138,llama2-7b-chat-4k,longform_qa,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,1.4158450104887412,200
139,llama2-7b-chat-4k,konwledge_memorization,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,0.05082433228765368,200
140,llama2-7b-chat-4k,konwledge_understanding,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,0.6446477224497196,200
141,llama2-7b-chat-4k,hotpotqa,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,0.38119188610131394,199
142,llama2-7b-chat-4k,finance_qa,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,1.8968003219052207,200
143,llama2-7b-chat-4k,qmsum,gpt_g0.1_d10.0,v2_g0.25_d15.0,4.0,2.652087913135466,200
144,llama2-7b-chat-4k,multi_news,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-12.170101165771484,200
145,llama2-7b-chat-4k,alpacafarm,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-8.986644744873047,805
146,llama2-7b-chat-4k,lcc,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-3.872572898864746,200
147,llama2-7b-chat-4k,longform_qa,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-9.612688064575195,200
148,llama2-7b-chat-4k,konwledge_memorization,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-2.1197729110717773,200
149,llama2-7b-chat-4k,konwledge_understanding,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-1.5391592979431152,199
150,llama2-7b-chat-4k,hotpotqa,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-1.094632625579834,200
151,llama2-7b-chat-4k,finance_qa,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-9.241280555725098,200
152,llama2-7b-chat-4k,qmsum,v2_g0.25_d15.0,old_soft_g0.1_d10.0,4.0,-10.889113426208496,200
153,llama2-7b-chat-4k,multi_news,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-1.6774988174438477,200
154,llama2-7b-chat-4k,alpacafarm,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.745710015296936,805
155,llama2-7b-chat-4k,lcc,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.35811448097229004,200
156,llama2-7b-chat-4k,longform_qa,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,3.120211124420166,200
157,llama2-7b-chat-4k,konwledge_memorization,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.22625228762626648,200
158,llama2-7b-chat-4k,konwledge_understanding,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,0.7860352396965027,200
159,llama2-7b-chat-4k,hotpotqa,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.399300217628479,200
160,llama2-7b-chat-4k,finance_qa,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.6685903072357178,200
161,llama2-7b-chat-4k,qmsum,v2_g0.25_d15.0,gpt_g0.1_d10.0,4.0,-0.7606808543205261,200
162,llama2-7b-chat-4k,multi_news,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-12.70100212097168,200
163,llama2-7b-chat-4k,alpacafarm,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-9.59238338470459,805
164,llama2-7b-chat-4k,lcc,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-3.890277147293091,200
165,llama2-7b-chat-4k,longform_qa,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-9.8285551071167,200
166,llama2-7b-chat-4k,konwledge_memorization,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-3.0905425548553467,200
167,llama2-7b-chat-4k,konwledge_understanding,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-1.9183636903762817,200
168,llama2-7b-chat-4k,hotpotqa,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-2.2061831951141357,200
169,llama2-7b-chat-4k,finance_qa,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-9.78576946258545,200
170,llama2-7b-chat-4k,qmsum,v2_g0.25_d15.0,old_hard_g0.25_d5.0,4.0,-10.197205543518066,200
171,llama2-7b-chat-4k,multi_news,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-12.585685729980469,200
172,llama2-7b-chat-4k,alpacafarm,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-9.584660530090332,805
173,llama2-7b-chat-4k,lcc,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-3.8855645656585693,200
174,llama2-7b-chat-4k,longform_qa,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-9.784357070922852,200
175,llama2-7b-chat-4k,konwledge_memorization,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-3.069687604904175,200
176,llama2-7b-chat-4k,konwledge_understanding,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-1.9156221151351929,200
177,llama2-7b-chat-4k,hotpotqa,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-2.1443026065826416,200
178,llama2-7b-chat-4k,finance_qa,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-9.799491882324219,200
179,llama2-7b-chat-4k,qmsum,v2_g0.25_d15.0,old_soft_g0.25_d15.0,4.0,-10.2468900680542,200
